school_name_std,address,city,zip,county,FedCong,included_in_program,registered,n_incidents,had_incident,n_disp_return,perc_disp_return
scales mound elem school,210 Main St,Scales Mound,61075 9393,Jo Daviess,16,1,1,1,1,0,0
scales mound high school,210 Main St,Scales Mound,61075 9393,Jo Daviess,16,1,1,0,0,NA,NA
scales mound jr high school,210 Main St,Scales Mound,61075 9393,Jo Daviess,16,1,1,0,0,NA,NA
scammon elem school,4201 W Henderson St,Chicago,60641 4627,Cook,03,1,1,3,1,3,1
scarlet oak elementary school,5731 Albert Dr,Oak Forest,60452 2803,Cook,06,1,NA,0,0,NA,NA
schafer elem school,700 E Pleasant Ln,Lombard,60148 1923,Dupage,06,1,1,2,1,1,0.5
schaumburg high school,1100 W Schaumburg Rd,Schaumburg,60194 4150,Cook,08,1,1,0,0,NA,NA
schiller elem school,800 W 4th St,Centralia,62801 5716,Marion,12,1,NA,0,0,NA,NA
schmid elem school,9755 S Greenwood Ave,Chicago,60628 1610,Cook,01,1,1,2,1,0,0
schneider elem school,304 Banbury Rd,North Aurora,60542 1240,Kane,11,1,1,0,0,NA,NA
school district 123 early learning center,4201 W 93Rd St,Oak Lawn,60453 1998,Cook,06,1,NA,0,0,NA,NA
school district 428 iyc hrb,1201 W Poplar St,Harrisburg,62946 3711,Dept Of Corrections,12,0,NA,0,0,NA,NA
school of fine arts,1650 Pulaski Rd,Calumet City,60409 3828,Cook,02,1,1,0,0,NA,NA
school of social justice hs,3120 S Kostner Ave,Chicago,60623 4842,Cook,04,1,1,0,0,NA,NA
schramm education center,300 Cedar St,Pekin,61554 7009,Tazewell,16,0,NA,0,0,NA,NA
schrum memorial school,485 165th St,Calumet City,60409 6255,Cook,02,1,NA,0,0,NA,NA
schubert elem school,2727 N Long Ave,Chicago,60639 1529,Cook,03,1,1,1,1,1,1
schurz high school,3601 N Milwaukee Ave,Chicago,60641 3033,Cook,05,1,1,1,1,1,1
schuyler industry middle school,750 N Congress St,Rushville,62681 1030,Schuyler,15,1,NA,0,0,NA,NA
scott altman primary school,1730 Highwood Ave,Pekin,61554 6157,Tazewell,16,1,NA,0,0,NA,NA
scott elem school,4732 Patriots Dr,Scott Air Force Base,62225 1197,Saint Clair,12,1,1,0,0,NA,NA
scott elementary school,2250 Scott St,Melrose Park,60164 2008,Cook,04,1,1,0,0,NA,NA
scott elementary school,500 Warwick Dr,Naperville,60565 2603,Dupage,11,1,1,0,0,NA,NA
scullen middle school,2815 Mistflower Ln,Naperville,60564 4913,Dupage,14,1,1,0,0,NA,NA
seapco academy,4812 Pfeiffer Rd,Peoria,61607 2647,Peoria,17,0,NA,0,0,NA,NA
seapco central,4812 Pfeiffer Rd,Peoria,61607 2647,Peoria,17,0,NA,0,0,NA,NA
sedol sector programs,18160 W Gages Lake Rd,Gages Lake,60030 1819,Lake,10,0,1,0,0,NA,NA
self academy,11971 Wagon Wheel Rd,Rockton,61072 3322,Winnebago,16,0,NA,0,0,NA,NA
selmaville elem school,3185 Selmaville Rd,Salem,62881 6603,Marion,12,1,1,0,0,NA,NA
seneca elem school south campus,174 Oak St,Seneca,61360 9500,La Salle,14,1,1,0,0,NA,NA
seneca grade school north campus,174 Oak St,Seneca,61360 9500,La Salle,14,1,1,0,0,NA,NA
seneca high school,307 E Scott St,Seneca,61360 0020,La Salle,14,1,1,1,1,1,1
senn high school,5900 N Glenwood Ave,Chicago,60660 3312,Cook,09,1,1,0,0,NA,NA
serena high school,2283 N 3812th Rd,Serena,60549 0107,La Salle,14,1,NA,0,0,NA,NA
serena hills elem school,255 Pleasant Dr,Chicago Heights,60411 1035,Cook,02,1,1,0,0,NA,NA
serena middle school,2283 N 3812th Rd,Serena,60549 0107,La Salle,14,1,NA,0,0,NA,NA
sese school,500 S Scott Ave,Sainte Marie,62459 0185,Crawford,12,0,NA,0,0,NA,NA
sesser valier elem school,4626 State Highway 154,Sesser,62884 2277,Franklin,12,1,NA,0,0,NA,NA
sesser valier high school,4626 State Highway 154,Sesser,62884 2277,Franklin,12,1,NA,0,0,NA,NA
sesser valier jr high school,4626 State Highway 154,Sesser,62884 2277,Franklin,12,1,NA,0,0,NA,NA
seth paine elem school,50 Miller Rd,Hawthorn Woods,60047 3502,Lake,09,1,1,0,0,NA,NA
seth whitman elem sch,8989 Beloit Rd,Belvidere,61008 1714,Boone,11,1,1,0,0,NA,NA
seventh ave elem school,701 7th Ave,La Grange,60525 6705,Cook,06,1,1,0,0,NA,NA
seward elem communication arts ac,4600 S Hermitage Ave,Chicago,60609 3831,Cook,04,1,1,1,1,1,1
seymour elementary school,404 W State St,Payson,62360 1041,Adams,15,1,1,0,0,NA,NA
seymour high school,420 W Brainard St,Payson,62360 1033,Adams,15,1,1,0,0,NA,NA
shabbona elem school,321 N Convent St,Bourbonnais,60914 2015,Kankakee,01,1,1,0,0,NA,NA
shabbona middle school,725 School St,Morris,60450 1218,Grundy,16,1,NA,0,0,NA,NA
shabonee school,1000 Pfingsten Rd,Northbrook,60062 3316,Cook,10,1,1,0,0,NA,NA
shawnee elementary school,3365 N State Route 3,Wolf Lake,62998 1157,Union,12,1,1,0,0,NA,NA
shawnee high school,3365 State Hwy 3 N,Wolf Lake,62998,Union,12,1,1,0,0,NA,NA
shawnee jr high school,3365 State Hwy 3 N,Wolf Lake,62998,Union,12,1,1,0,0,NA,NA
shelbyville bridges,201 E North 12th St,Shelbyville,62565 1018,N/A,NA,0,NA,0,0,NA,NA
shelbyville high school,1001 W North 6th St,Shelbyville,62565 1294,Shelby,15,1,NA,0,0,NA,NA
shelbyville kindergarten center,225 W Main St,Shelbyville,62565 1525,Shelby,15,1,NA,0,0,NA,NA
shelbyville taoep,730 7Th St,Charleston,61920 2101,N/A,NA,0,NA,0,0,NA,NA
shepherd middle school,701 E McKinley Rd,Ottawa,61350 4811,La Salle,14,1,NA,0,0,NA,NA
sheridan elem math and science acad,533 W 27th St,Chicago,60616 2574,Cook,07,1,1,1,1,1,1
sheridan elem school,115 E Si Johnson Ave,Sheridan,60551 0328,La Salle,14,1,NA,0,0,NA,NA
sheridan elem school,300 S Waukegan Rd,Lake Forest,60045 2643,Lake,10,1,1,0,0,NA,NA
sheridan elem school,1403 W Walnut St,Bloomington,61701 2652,McLean,17,1,1,3,1,2,0.666666666666667
sherlock elem school,5347 W 22nd Pl,Cicero,60804 2805,Cook,04,1,1,1,1,1,1
sherman elem school,1000 W 52nd St,Chicago,60609 6012,Cook,07,1,1,0,0,NA,NA
sherman elem school,312 South St,Sherman,62684 9415,Sangamon,15,1,NA,0,0,NA,NA
sherrard elementary school,209 1st St,Sherrard,61281 8614,Rock Island,17,1,1,0,0,NA,NA
sherrard high school,4701 176th Ave,Sherrard,61281 9603,Rock Island,17,1,1,2,1,2,1
sherrard jr high school,4701 176th Ave,Sherrard,61281 9603,Rock Island,17,1,1,7,1,5,0.714285714285714
sherwood elem school,245 W 57th St,Chicago,60621 4055,Cook,07,1,1,0,0,NA,NA
sherwood elem school,1900 Stratford Rd,Highland Park,60035 3701,Lake,10,1,1,0,0,NA,NA
shields elem school,4250 S Rockwell St,Chicago,60632 1216,Cook,04,1,1,0,0,NA,NA
shields middle school,2611 W 48th St,Chicago,60632 1402,Cook,04,1,1,2,1,1,0.5
shiloh elementary school,21751 N 575th St,Hume,61932 7013,Edgar,15,1,NA,0,0,NA,NA
shiloh elementary school,125 Diamond Ct,Shiloh,62269 3617,Saint Clair,12,1,NA,0,0,NA,NA
shiloh high school,21751 N 575th St,Hume,61932 7013,Edgar,15,1,NA,0,0,NA,NA
shiloh middle school,1 Wildcat Xing,Shiloh,62269 5409,Saint Clair,12,1,NA,0,0,NA,NA
shiloh park middle school,2635 Gabriel Ave,Zion,60099 2530,Lake,10,1,1,0,0,NA,NA
shipman elem school,211 Dora Reno White St,Shipman,62685 0229,Macoupin,13,1,NA,0,0,NA,NA
shirland c c school,8020 North St,Shirland,61079 0099,Winnebago,16,1,NA,0,0,NA,NA
shoesmith elem school,1330 E 50th St,Chicago,60615 2992,Cook,02,1,1,1,1,0,0
shoop math sci tech elem academy,11140 S Bishop St,Chicago,60643 3607,Cook,01,1,1,15,1,12,0.8
sieden prairie elementary school,725 Notre Dame Dr,Matteson,60443 1526,Cook,02,1,NA,0,0,NA,NA
signal hill elem school,40 Signal Hill Pl,Belleville,62223 1644,Saint Clair,13,1,1,3,1,3,1
silas willard elem school,460 Fifer St,Galesburg,61401 2014,Knox,17,1,1,0,0,NA,NA
silver creek elementary,209 N Dewey St,Troy,62294 1214,Madison,15,1,1,3,1,3,1
simeon career academy high school,8147 S Vincennes Ave,Chicago,60620 1761,Cook,01,1,1,3,1,3,1
simmons middle school,6450 W 95th St,Oak Lawn,60453 2262,Cook,06,1,1,0,0,NA,NA
simpson acad hs for young women,1321 S Paulina St,Chicago,60608 1221,Cook,07,1,1,0,0,NA,NA
siu charter sch of east st louis,601 James R Thompson Blvd,East Saint Louis,62201 1129,Saint Clair,13,1,NA,0,0,NA,NA
skinner elem school,111 S Throop St,Chicago,60607 2530,Cook,07,1,1,1,1,0,0
skinner north elem sch,640 W Scott St,Chicago,60610 1093,Cook,07,1,1,1,1,1,1
skoff elementary,775 W Normantown Rd,Romeoville,60446 3921,Will,14,1,NA,0,0,NA,NA
sleepy hollow elem school,898 Glen Oak Dr,Sleepy Hollow,60118 2680,Kane,08,1,NA,0,0,NA,NA
smith elem school,1332 Robinwood Dr,Aurora,60506 1430,Kane,11,1,1,0,0,NA,NA
smith w elem school,744 E 103rd St,Chicago,60628 1657,Cook,01,1,1,4,1,3,0.75
smithton elem school,316 S Hickory St,Smithton,62285 0395,Saint Clair,12,1,1,1,1,1,1
smyser elem school,4310 N Melvina Ave,Chicago,60634 1542,Cook,03,1,1,2,1,1,0.5
smyth j elem school,1059 W 13th St,Chicago,60608 1526,Cook,07,1,1,1,1,1,1
social emotional learning academy,620 E Garfield Ave,Decatur,62526 4550,Macon,NA,NA,NA,0,0,NA,NA
social emotional learning academy sela,620 E Garfield Ave,Decatur,62526 4550,Macon,13,NA,1,0,0,NA,NA
solomon elem school,6206 N Hamlin Ave,Chicago,60659 1096,Cook,05,1,1,0,0,NA,NA
solorio academy high school,5400 S St Louis Ave,Chicago,60632 3287,Cook,04,1,1,0,0,NA,NA
somonauk high school,501 W Market St,Somonauk,60552 9794,Dekalb,14,1,NA,0,0,NA,NA
somonauk middle school,510 W Lasalle St,Somonauk,60552 9795,Dekalb,14,1,NA,0,0,NA,NA
sor juana ines de la cruz,4034 W 56Th St,Chicago,60629 4442,Cook,04,1,1,4,1,1,0.25
south beloit jr high school,840 Blackhawk Blvd,South Beloit,61080 2263,Winnebago,16,1,1,0,0,NA,NA
south beloit sr high school,245 Prairie Hill Rd,South Beloit,61080 2579,Winnebago,16,1,1,0,0,NA,NA
south central elementary kinmundy,810 E 1st St,Kinmundy,62854 2122,Marion,12,1,NA,0,0,NA,NA
south central high school,800 W Washington St,Farina,62838 1218,Marion,15,1,NA,0,0,NA,NA
south central il reg workforce trng and innovation ctr,2001 Eilerman Ave,Litchfield,62056 4439,Montgomery,NA,0,NA,0,0,NA,NA
south central middle school,503 S Madison St,Kinmundy,62854 2464,Marion,12,1,NA,0,0,NA,NA
south cook isc alop,253 W Joe Orr Rd,Chicago Hts,60411 1744,N/A,NA,0,NA,0,0,NA,NA
south cook isc student advocate alop,253 W Joe Orr Rd,Chicago Hts,60411 1744,N/A,NA,0,NA,0,0,NA,NA
south cook truancy program,405 Ashland Ave,Chicago Hts,60411 1634,N/A,NA,0,NA,0,0,NA,NA
south elem school,805 S 6th St,Marshall,62441 1635,Clark,12,1,NA,0,0,NA,NA
south elem school,1535 Everett Ave,Des Plaines,60018 2318,Cook,08,1,1,6,1,5,0.833333333333333
south elem school,601 Golf Rd,Crystal Lake,60014 5644,McHenry,09,1,1,0,0,NA,NA
south elem school,266 Linden Ave,Glencoe,60022 2165,Cook,10,1,NA,0,0,NA,NA
south elementary school,616 W Hickory St,Chillicothe,61523 2021,Peoria,16,1,NA,0,0,NA,NA
south elgin high school,760 E Main St,South Elgin,60177 1702,Kane,08,1,NA,0,0,NA,NA
south fork elementary school,550 Prairie Street,Kincaid,62540 4532,Christian,15,1,NA,0,0,NA,NA
south fork jr sr high school,612 Dial Street,Kincaid,62540 4457,Christian,15,1,NA,0,0,NA,NA
south jacksonville elem school,1700 S West St,South Jacksonville,62650 3279,Morgan,15,1,1,0,0,NA,NA
south loop elem school,1601 S Dearborn St,Chicago,60616 1225,Cook,07,1,1,0,0,NA,NA
south middle school,400 S Highland Ave,Arlington Heights,60005 1868,Cook,05,1,1,0,0,NA,NA
south park elem school,1421 Hackberry Rd,Deerfield,60015 4071,Lake,10,1,1,0,0,NA,NA
south pekin elem school,206 Main St,South Pekin,61564 0430,Tazewell,17,1,NA,0,0,NA,NA
south prairie elementary school,820 Borden Ave,Sycamore,60178 3270,Dekalb,14,1,1,0,0,NA,NA
south primary school,414 Indiana Ave,South Roxana,62087 1628,Madison,13,1,1,0,0,NA,NA
south school,133 S Grant St,Westmont,60559 1907,Dupage,06,1,1,0,0,NA,NA
south school,300 N Ridgemoor Ave,Mundelein,60060,Lake,10,0,NA,0,0,NA,NA
south shore fine arts elem sch,1415 E 70th St,Chicago,60637 4879,Cook,01,1,1,0,0,NA,NA
south shore intl col prep hs,1955 E 75th St,Chicago,60649 3688,Cook,01,1,1,1,1,1,1
south shores elem school,2500 S Franklin Street Rd,Decatur,62521 5302,Macon,15,1,1,0,0,NA,NA
south side elementary school,715 S New St,Champaign,61820 5818,Champaign,13,1,1,0,0,NA,NA
south side grade school,211 W Douglas Ave,Effingham,62401 2720,Effingham,12,1,1,0,0,NA,NA
south view upper elem school,133 E 9th St,Danville,61832 7220,Vermilion,02,1,NA,0,0,NA,NA
south wilmington grade school,375 Fifth Ave,South Wilmington,60474 0459,Grundy,16,1,NA,0,0,NA,NA
southbury elem school,820 Preston Ln,Oswego,60543 2003,Kendall,14,1,1,0,0,NA,NA
southeast elem school,9800 S Francisco Ave,Evergreen Park,60805 2624,Cook,06,1,NA,0,0,NA,NA
southeast elem school,718 S Locust St,Sycamore,60178 2227,Dekalb,14,1,1,0,0,NA,NA
southeastern elementary school,607 N Worrell St,Bowen,62316 0247,Hancock,15,1,1,1,1,1,1
southeastern jr sr high school,90 W Green St,Augusta,62311 0155,Hancock,15,1,1,0,0,NA,NA
southern view elem school,3338 S 5th St,Springfield,62703 4730,Sangamon,13,1,1,0,0,NA,NA
southland college prep charter high school,4601 Sauk Trl,Richton Park,60471 1470,Cook,02,1,NA,0,0,NA,NA
southside occupational acad hs,7342 S Hoyne Ave,Chicago,60636 3755,Cook,07,1,1,1,1,0,0
southside school,100 Academic Dr,Morrison,61270 2954,Whiteside,17,1,1,0,0,NA,NA
southwest coop at morton gingerwood,16936 Forest Ave,Oak Forest,60452 4517,Cook,01,0,NA,0,0,NA,NA
southwest elem school,9900 S Central Park Ave,Evergreen Park,60805 3305,Cook,06,1,NA,0,0,NA,NA
southwest elem school,715 S Center St,Geneseo,61254 1619,Henry,16,1,NA,0,0,NA,NA
southwest elem school,14794 Catlin Tilton Rd,Danville,61834 5116,Vermilion,02,1,NA,0,0,NA,NA
southwestern high school,8226 Route 111,Piasa,62079 0100,Macoupin,13,1,NA,0,0,NA,NA
southwestern illinois career and technical education system,600 S Smiley St,O Fallon,62269 2316,Saint Clair,NA,0,NA,0,0,NA,NA
southwestern middle school,8226 Route 111,Piasa,62079 0070,Macoupin,13,1,NA,0,0,NA,NA
southwood middle school,18635 Lee St,Country Club Hills,60478 5203,Cook,02,1,NA,0,0,NA,NA
sowers elementary school,202 W High St,Roanoke,61561 7509,Woodford,16,1,1,3,1,2,0.666666666666667
sowic education center,209 Wildcat Ct,Wilmington,60481 4500,Will,01,0,NA,0,0,NA,NA
sowic com and adaptive bhvr nb galloway,24805 W Roberts Rd,Channahon,60410 8618,Will,01,0,NA,0,0,NA,NA
sowic comm and adaptive bhvr cjh,24917 W Sioux Dr,Channahon,60410 3401,Will,01,0,NA,0,0,NA,NA
sowic comm and adaptive bhvr pioneer,24920 S Sage St,Channahon,60410 8617,Will,01,0,NA,0,0,NA,NA
sowic comm and adaptive bhvr three rivers,24150 S Sage Rd,Channahon,60410,Will,01,0,NA,0,0,NA,NA
sowic comm and adaptv bhrv joliet,1205 N Larkin Ave,Joliet,60435 3436,Will,14,0,NA,0,0,NA,NA
sowic early childhood joliet,1205 N Larkin Ave,Joliet,60435 3436,Will,14,0,NA,0,0,NA,NA
sowic ec reed custer,162 S School St,Braidwood,60408 1948,Will,01,0,NA,0,0,NA,NA
sowic ec wilmington,1910 Bruning Dr,Wilmington,60481 1710,Will,01,0,NA,0,0,NA,NA
sowic educ and life skills reed custer elem,162 S School St,Braidwood,60408 1948,Will,01,0,NA,0,0,NA,NA
sowic educ and life skills reed custer ms,407 S Comet Dr,Braidwood,60408 2216,Will,01,0,NA,0,0,NA,NA
sowic educ and life skills wilmington hs,209 Wildcat Ct,Wilmington,60481 4500,Will,01,0,NA,0,0,NA,NA
sparta high school,205 W Hood St,Sparta,62286 2006,Randolph,12,1,1,2,1,2,1
sparta lincoln school,203A Dean Ave,Sparta,62286 2301,Randolph,12,1,NA,0,0,NA,NA
spaulding elementary school,2000 Belle Plaine Ave,Gurnee,60031 5571,Lake,10,1,1,0,0,NA,NA
spaulding school,14811 Turner Ave,Midlothian,60445 3628,Cook,01,1,NA,0,0,NA,NA
special education and student services,3 W Central Park Plz,Jacksonville,62650 2069,Morgan,15,0,NA,0,0,NA,NA
specialized school,2121 S Goebbert Road,Arlington Heights,60005,NA,NA,1,1,0,0,NA,NA
speed early learning center,1125 Division St,Chicago Heights,60411 2419,Cook,02,0,NA,0,0,NA,NA
speed independence elem sch,1125 Division St,Chicago Heights,60411 2419,Cook,02,0,NA,0,0,NA,NA
speed independence high school,1125 Division St,Chicago Heights,60411 2419,Cook,02,0,NA,0,0,NA,NA
speed program for adaptive learn,1125 Division St,Chicago Heights,60411 2419,Cook,02,0,NA,0,0,NA,NA
spencer crossing,1711 Spencer Rd,New Lenox,60451 2373,Will,01,1,1,0,0,NA,NA
spencer loomis elementary school,1 Hubbard Ln,Hawthorn Woods,60047 8923,Lake,09,1,1,0,0,NA,NA
spencer pointe,1721 Spencer Rd,New Lenox,60451 2373,Will,01,1,NA,0,0,NA,NA
spencer technology acad elem sch,214 N Lavergne Ave,Chicago,60644 2517,Cook,07,1,1,0,0,NA,NA
spencer trail,1701 Spencer Rd,New Lenox,60451 2373,Will,01,1,1,0,0,NA,NA
spoon river valley elem school,35265 N IL Route 97,London Mills,61544 9312,Fulton,17,1,1,0,0,NA,NA
spoon river valley jr high sch,35265 N IL Route 97,London Mills,61544 9312,Fulton,17,1,1,0,0,NA,NA
spoon river valley sr high sch,35265 N IL Route 97,London Mills,61544 9312,Fulton,17,1,1,0,0,NA,NA
spring ave elem school,1001 S Spring Ave,La Grange,60525 2760,Cook,06,1,1,0,0,NA,NA
spring brook elementary school,2700 Seiler Dr,Naperville,60565 4369,Dupage,14,1,1,0,0,NA,NA
spring creek elem school,5222 Spring Creek Rd,Rockford,61114 6330,Winnebago,17,1,NA,0,0,NA,NA
spring garden elementary school,14975 E Bakerville Rd,Mount Vernon,62864 7100,Jefferson,12,1,1,0,0,NA,NA
spring garden middle school,511 S Elm St,Ina,62846 1202,Jefferson,12,1,1,0,0,NA,NA
spring grove elementary school,2018 Main Street Rd,Spring Grove,60081 9693,McHenry,10,1,1,0,0,NA,NA
spring hills elem school,560 Pinecroft Dr,Roselle,60172 2564,Dupage,08,1,NA,0,0,NA,NA
spring lake elem school,13650 N Manito Rd,Manito,61546 8438,Tazewell,17,1,NA,0,0,NA,NA
spring trail elementary school,1384 Spring Valley Dr,Carol Stream,60188 9079,Kane,08,1,NA,0,0,NA,NA
spring wood middle school,5540 Arlington Dr E,Hanover Park,60133 5569,Dupage,08,1,NA,0,0,NA,NA
springfield ball charter school,2530 E Ash St,Springfield,62703 5600,Sangamon,13,1,1,0,0,NA,NA
springfield elem school,14620 Springfield Ave,Midlothian,60445 2833,Cook,01,1,NA,0,0,NA,NA
springfield high school,101 S Lewis St,Springfield,62704 1817,Sangamon,13,1,1,1,1,1,1
springfield learning academy,2501 Wabash Ave,Springfield,62704 4276,Sangamon,13,1,NA,0,0,NA,NA
springfield southeast high sch,2350 E Ash St,Springfield,62703 3371,Sangamon,13,1,1,0,0,NA,NA
springman middle school,2701 Central Rd,Glenview,60025 4134,Cook,09,1,1,0,0,NA,NA
spry community links high school,2400 S Marshall Blvd,Chicago,60623 4146,Cook,04,1,1,0,0,NA,NA
spry elem community school,2400 S Marshall Blvd,Chicago,60623 4146,Cook,04,1,1,0,0,NA,NA
ssp tioga elem sch,212 W Memorial Rd,Bensenville,60106 2692,Dupage,03,0,NA,0,0,NA,NA
ssp f e peacock ms itasca sd 10,301 E North St,Itasca,60143 1620,Dupage,08,0,NA,0,0,NA,NA
ssp spring hills elem roselle sd 12,560 Pinecroft Dr,Roselle,60172 2564,Dupage,08,0,NA,0,0,NA,NA
st anne comm high school,650 W Guertin St,Saint Anne,60964 7306,Kankakee,NA,1,NA,0,0,NA,NA
st anne elem school,333 S Saint Louis Ave,Saint Anne,60964 0530,Kankakee,NA,1,NA,0,0,NA,NA
st charles east high school,1020 Dunham Rd,Saint Charles,60174 1440,Kane,08,1,NA,0,0,NA,NA
st charles north high school,255 Red Gate Rd,Saint Charles,60175 6396,Kane,08,1,NA,0,0,NA,NA
st elmo elem school,519 W 2nd St,Saint Elmo,62458 1153,Fayette,15,1,1,0,0,NA,NA
st elmo jr high school,300 W 12th St,Saint Elmo,62458 1324,Fayette,15,1,1,0,0,NA,NA
st elmo sr high school,300 W 12th St,Saint Elmo,62458 1324,Fayette,15,1,1,0,0,NA,NA
st george elem school,5200 E Center St,Bourbonnais,60914 4464,Kankakee,02,1,NA,0,0,NA,NA
st jacob elem school,305 Jacob St,Saint Jacob,62281 0317,Madison,15,1,1,0,0,NA,NA
st joseph elem school,404 S 5th St,Saint Joseph,61873 0409,Champaign,15,1,1,0,0,NA,NA
st joseph middle school,606 E Peters Dr,Saint Joseph,61873 0409,Champaign,15,1,1,0,0,NA,NA
st joseph ogden high school,301 N Main St,Saint Joseph,61873 0890,Champaign,15,1,NA,0,0,NA,NA
st libory elem school,811 Darmstadt St,Saint Libory,62282 0323,Saint Clair,12,1,NA,0,0,NA,NA
st rose elem school,18004 Saint Rose Rd,Breese,62230 2578,Clinton,12,1,NA,0,0,NA,NA
stagg elem school,7424 S Morgan St,Chicago,60621 1047,Cook,07,1,1,0,0,NA,NA
stanton school,101 Hawthorne Ln,Fox Lake,60020 1883,Lake,10,1,NA,0,0,NA,NA
stark county elem sch,300 W Van Buren St,Wyoming,61491 1172,Stark,16,1,1,0,0,NA,NA
stark county high school,418 S Franklin St,Toulon,61483 0419,Stark,16,1,NA,0,0,NA,NA
stark county junior high school,402 S Franklin St,Toulon,61483 0659,Stark,16,1,NA,0,0,NA,NA
starquest acad rssp north,PO Box 303,Johnston City,62951 0303,N/A,NA,0,NA,0,0,NA,NA
starquest acad rssp south,109 E 5Th St,Metropolis,62960,N/A,NA,0,NA,0,0,NA,NA
starved rock for voc tech ed,200 9th St,Peru,61354 2000,La Salle,NA,0,NA,0,0,NA,NA
staunton elem school,801 N Deneen St,Staunton,62088 1017,Macoupin,13,1,NA,0,0,NA,NA
staunton high school,801 N Deneen St,Staunton,62088 1017,Macoupin,13,1,NA,0,0,NA,NA
staunton jr high school,801 N Deneen St,Staunton,62088 1017,Macoupin,13,1,NA,0,0,NA,NA
ste marie elem school,311 Franklin St,Sainte Marie,62459 0157,Jasper,12,1,1,0,0,NA,NA
steele school,1480 W Main St,Galesburg,61401 3318,Knox,17,1,1,0,0,NA,NA
steeleville elem school,609 S Sparta St,Steeleville,62288 2130,Randolph,12,1,NA,0,0,NA,NA
steeleville high school,701 S Sparta St,Steeleville,62288 2132,Randolph,12,1,NA,0,0,NA,NA
steeple run elem school,6S151 Steeple Run Dr,Naperville,60540 3711,Dupage,11,1,1,0,0,NA,NA
steger intermediate center,3411 Hopkins St,Steger,60475 1731,Cook,02,1,1,0,0,NA,NA
steger primary center,3411 MIller Avenue,South Chicago Heights,60411 6007,Cook,02,1,1,0,0,NA,NA
steinmetz college prep hs,3030 N Mobile Ave,Chicago,60634 4041,Cook,03,1,1,0,0,NA,NA
stella may swartz elem school,17W160 16th St,Oakbrook Terrace,60181 4033,Dupage,06,1,1,0,0,NA,NA
stem magnet academy elem,1522 W Fillmore St,Chicago,60607 4614,Cook,07,1,1,0,0,NA,NA
stephen decatur middle school,1 Educational Park,Decatur,62526 2548,Macon,13,1,1,0,0,NA,NA
stephen mack middle school,11810 Old River Rd,Rockton,61072 9468,Winnebago,16,1,1,1,1,1,1
steps,387 Shuman Blvd Ste 170E,Naperville,60563 2607,Dupage,11,1,NA,0,0,NA,NA
sterling high school,1608 4th Ave,Sterling,61081 1378,Whiteside,17,1,NA,0,0,NA,NA
sterling middle school,2315 N Sterling Ave,Peoria,61604 3124,Peoria,17,1,1,0,0,NA,NA
steuben elementary school,520 S Wildwood Ave,Kankakee,60901 5365,Kankakee,02,1,NA,0,0,NA,NA
stevenson elem school,8010 S Kostner Ave,Chicago,60652 2110,Cook,04,1,1,0,0,NA,NA
stevenson elem school,2106 Arrowhead Dr,Bloomington,61704 2357,McLean,17,1,1,1,1,1,1
stevenson middle school,1630 N 20th Ave,Melrose Park,60160 1904,Cook,04,1,1,0,0,NA,NA
stevenson school,18W331 15th St,Lombard,60148 4191,Dupage,06,1,1,0,0,NA,NA
steward elementary school,602 Main St,Steward,60553 0076,Lee,16,1,NA,0,0,NA,NA
stewardson strasburg cusd 5a,2806 E 600 North Rd,Strasburg,62465 4102,Shelby,15,NA,NA,0,0,NA,NA
stewardson strasburg elem school,2806 E 600 North Rd,Strasburg,62465 4102,Shelby,15,1,NA,0,0,NA,NA
stewardson strasburg high school,2806 E 600 North Rd,Strasburg,62465 4102,Shelby,15,1,NA,0,0,NA,NA
still middle school,787 Meadowridge Dr,Aurora,60504 5380,Dupage,11,1,1,2,1,1,0.5
stillman valley high school,425 S Pine St,Stillman Valley,61084 8943,Ogle,16,1,1,0,0,NA,NA
stock early childhood center,7507 W Birchwood Ave,Chicago,60631 4322,Cook,09,1,1,0,0,NA,NA
stockton elem school,500 N Rush St,Stockton,61085 1004,Jo Daviess,16,1,NA,0,0,NA,NA
stockton middle school,540 N Rush St,Stockton,61085 1033,Jo Daviess,NA,1,NA,0,0,NA,NA
stockton sr high school,540 N Rush St,Stockton,61085 1033,Jo Daviess,16,1,NA,0,0,NA,NA
stone creek school,11633 S Gate Rd,Roscoe,61073 9646,Winnebago,16,1,NA,0,0,NA,NA
stone elem scholastic academy,6239 N Leavitt St,Chicago,60659 3007,Cook,09,1,1,0,0,NA,NA
stone elem school,1404 W Stone Ave,Addison,60101 1957,Dupage,08,1,1,1,1,1,1
stony creek elem school,11700 S Kolin Ave,Alsip,60803 2141,Cook,01,1,1,0,0,NA,NA
stowe elem school,3444 W Wabansia Ave,Chicago,60647 4813,Cook,03,1,1,0,0,NA,NA
strassburg elem,2002 223rd St,Sauk Village,60411 5029,Cook,02,1,1,0,0,NA,NA
stratford middle school,251 Butterfield Dr,Bloomingdale,60108 2397,Dupage,08,1,1,2,1,1,0.5
stratton elementary school,902 N Randolph St,Champaign,61820 2939,Champaign,13,1,1,7,1,4,0.571428571428571
streamwood high school,701 W Schaumburg Rd,Streamwood,60107 1262,Kane,08,1,NA,0,0,NA,NA
streator twp high school,202 W Lincoln Ave,Streator,61364 2102,La Salle,16,1,1,2,1,1,0.5
